batch_name,instrument_name,compound_name,calibration_slope,calibration_intercept,calibration_R2,batch_passed,reviewer_name,batch_collected_ts,review_start_ts,review_complete_ts
b223303,grumpy,oxycodone,0.006869244,6.19E-05,0.984591287,TRUE,Frank,9/8/17 21:19,9/9/17 11:07,9/9/17 11:49
b850696,sneezy,morphine,0.00734138,2.08E-05,0.99736406,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b850696,sneezy,hydromorphone,0.007176251,4.93E-05,0.991065935,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b850696,sneezy,oxymorphone,0.006879409,6.14E-05,0.985885752,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b850696,sneezy,codeine,0.007650201,4.41E-05,0.990182034,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b850696,sneezy,hydrocodone,0.007505826,2.20E-05,0.982164059,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b850696,sneezy,oxycodone,0.007532692,-3.95E-05,0.98600437,TRUE,Brad,9/8/17 22:59,9/9/17 12:39,9/9/17 13:18
b540084,dopey,morphine,0.007259823,3.09E-05,0.997440308,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b540084,dopey,hydromorphone,0.007504349,-4.42E-05,0.98883015,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b540084,dopey,oxymorphone,0.006817063,1.79E-05,0.997628332,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b540084,dopey,codeine,0.006766776,1.10E-05,0.992437501,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b540084,dopey,hydrocodone,0.006297683,1.47E-05,0.98568855,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b540084,dopey,oxycodone,0.007386589,3.77E-05,0.981112515,TRUE,Frank,9/8/17 20:11,9/9/17 10:13,9/9/17 10:36
b468276,doc,morphine,0.006919917,-2.26E-05,0.988216701,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b468276,doc,hydromorphone,0.007712374,1.14E-05,0.990077804,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b468276,doc,oxymorphone,0.007158608,-5.88E-05,0.986133804,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b468276,doc,codeine,0.008049139,2.16E-06,0.99103301,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b468276,doc,hydrocodone,0.008071596,8.13E-05,0.982385139,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b468276,doc,oxycodone,0.007403803,3.29E-05,0.989582059,TRUE,Frank,9/9/17 1:36,9/9/17 13:56,9/9/17 14:27
b273271,happy,morphine,0.007228612,-9.13E-06,0.994554627,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b273271,happy,hydromorphone,0.007023866,5.25E-06,0.993893628,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b273271,happy,oxymorphone,0.006728716,-3.70E-05,0.993750706,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b273271,happy,codeine,0.007048315,-6.25E-05,0.983142739,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b273271,happy,hydrocodone,0.007038256,3.96E-06,0.995265452,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b273271,happy,oxycodone,0.00693586,-3.68E-05,0.987293394,TRUE,Charles,9/9/17 1:36,9/9/17 13:26,9/9/17 14:07
b840108,doc,morphine,0.007937797,-1.77E-05,0.98721088,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b840108,doc,hydromorphone,0.008615069,-8.05E-05,0.980921322,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b840108,doc,oxymorphone,0.007148117,-1.08E-05,0.993190672,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b840108,doc,codeine,0.007502647,1.34E-05,0.984151229,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b840108,doc,hydrocodone,0.008597884,3.68E-05,0.98819911,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b840108,doc,oxycodone,0.00825501,4.25E-05,0.986643009,TRUE,Brad,9/8/17 20:51,9/9/17 9:21,9/9/17 9:56
b347609,dopey,morphine,0.006728764,1.16E-05,0.991440698,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b347609,dopey,hydromorphone,0.006944332,-3.02E-05,0.994494737,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b347609,dopey,oxymorphone,0.007464462,-3.07E-06,0.994153547,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b347609,dopey,codeine,0.007070086,-6.35E-06,0.992545185,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b347609,dopey,hydrocodone,0.006610306,-2.58E-06,0.987972984,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b347609,dopey,oxycodone,0.006784224,5.88E-05,0.990864929,TRUE,Charles,9/8/17 22:09,9/9/17 13:32,9/9/17 14:12
b348568,happy,morphine,0.006490426,4.73E-05,0.989370006,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b348568,happy,hydromorphone,0.007370841,-3.23E-05,0.987376654,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b348568,happy,oxymorphone,0.006822869,-4.88E-05,0.991201231,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b348568,happy,codeine,0.006596196,-1.01E-05,0.989554808,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b348568,happy,hydrocodone,0.007173195,-2.67E-05,0.993563394,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b348568,happy,oxycodone,0.007140147,3.35E-05,0.989349442,TRUE,Charles,9/9/17 1:25,9/9/17 13:11,9/9/17 13:42
b240405,happy,morphine,0.006565807,6.46E-05,0.982822801,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b240405,happy,hydromorphone,0.006558638,3.60E-05,0.982579909,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b240405,happy,oxymorphone,0.007217493,5.99E-05,0.985533558,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b240405,happy,codeine,0.007060458,1.94E-05,0.989934861,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b240405,happy,hydrocodone,0.007482435,-3.51E-05,0.995355856,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b240405,happy,oxycodone,0.007120938,-7.75E-06,0.992524553,TRUE,Charles,9/8/17 22:23,9/9/17 11:46,9/9/17 12:15
b342704,doc,morphine,0.008148501,-1.54E-05,0.986859151,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b342704,doc,hydromorphone,0.007613348,3.70E-06,0.989725868,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b342704,doc,oxymorphone,0.00873742,2.79E-06,0.993001293,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b342704,doc,codeine,0.008434822,5.62E-05,0.987756983,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b342704,doc,hydrocodone,0.007474156,1.86E-05,0.997566636,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b342704,doc,oxycodone,0.007295905,-2.88E-05,0.984831838,TRUE,Brad,9/9/17 0:26,9/9/17 12:00,9/9/17 12:28
b143897,sneezy,morphine,0.006901997,3.20E-05,0.993172431,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b143897,sneezy,hydromorphone,0.007371939,-1.38E-05,0.986619379,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b143897,sneezy,oxymorphone,0.006416027,-5.71E-06,0.992689927,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b143897,sneezy,codeine,0.007258247,2.54E-06,0.995672287,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b143897,sneezy,hydrocodone,0.006225419,2.82E-05,0.989478017,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b143897,sneezy,oxycodone,0.007115441,2.14E-05,0.993146551,TRUE,Brad,9/8/17 23:33,9/9/17 10:21,9/9/17 10:54
b414490,happy,morphine,0.007124184,1.91E-05,0.997470526,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b414490,happy,hydromorphone,0.007516077,1.43E-05,0.997918058,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b414490,happy,oxymorphone,0.00700908,-2.26E-05,0.992535468,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b414490,happy,codeine,0.007755774,-2.33E-05,0.990461568,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b414490,happy,hydrocodone,0.007529624,-3.85E-05,0.995415389,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b414490,happy,oxycodone,0.007026333,1.33E-05,0.995674838,TRUE,Brad,9/8/17 20:31,9/9/17 9:58,9/9/17 10:20
b477119,bashful,morphine,0.006921442,-5.22E-05,0.991509062,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b477119,bashful,hydromorphone,0.006878249,-1.78E-05,0.986537796,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b477119,bashful,oxymorphone,0.0066926,-1.46E-05,0.988702066,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b477119,bashful,codeine,0.007092994,3.85E-05,0.991129242,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b477119,bashful,hydrocodone,0.006968034,1.54E-05,0.980434595,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b477119,bashful,oxycodone,0.00700865,1.70E-05,0.997414918,TRUE,Alice,9/8/17 23:06,9/9/17 13:41,9/9/17 14:04
b322851,sneezy,morphine,0.007164649,-2.00E-05,0.991682705,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b322851,sneezy,hydromorphone,0.006716589,-2.16E-05,0.990643416,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b322851,sneezy,oxymorphone,0.006657357,-4.02E-05,0.993331515,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b322851,sneezy,codeine,0.006939015,9.47E-06,0.993426124,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b322851,sneezy,hydrocodone,0.007414332,2.38E-05,0.992247965,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b322851,sneezy,oxycodone,0.007266897,-8.10E-06,0.990377415,TRUE,Elizabeth,9/8/17 22:56,9/9/17 10:39,9/9/17 11:07
b497288,bashful,morphine,0.007245434,1.14E-05,0.994455284,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b497288,bashful,hydromorphone,0.00684958,3.29E-05,0.990560973,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b497288,bashful,oxymorphone,0.006769207,2.53E-05,0.993942459,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b497288,bashful,codeine,0.007389602,-2.63E-05,0.990338272,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b497288,bashful,hydrocodone,0.006752378,2.03E-05,0.99674021,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b497288,bashful,oxycodone,0.007050037,3.19E-05,0.995298401,TRUE,Brad,9/8/17 21:02,9/9/17 13:37,9/9/17 13:57
b468782,sneezy,morphine,0.007204387,-3.53E-06,0.989366574,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b468782,sneezy,hydromorphone,0.006789625,1.93E-05,0.991101702,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b468782,sneezy,oxymorphone,0.007323431,-5.71E-05,0.991451191,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b468782,sneezy,codeine,0.007133983,2.52E-05,0.991751245,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b468782,sneezy,hydrocodone,0.00717799,2.26E-05,0.997361046,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b468782,sneezy,oxycodone,0.006943743,-9.37E-06,0.993790086,TRUE,Charles,9/8/17 23:36,9/9/17 13:33,9/9/17 14:09
b178956,doc,morphine,0.007895905,6.61E-06,0.984478032,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b178956,doc,hydromorphone,0.008252925,-1.39E-05,0.982232427,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b178956,doc,oxymorphone,0.007278791,-1.75E-05,0.991257539,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b178956,doc,codeine,0.008112625,2.60E-05,0.980538806,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b178956,doc,hydrocodone,0.007470222,-1.16E-05,0.986411454,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b178956,doc,oxycodone,0.00726529,-8.35E-06,0.993967591,TRUE,Charles,9/9/17 1:43,9/9/17 11:04,9/9/17 11:30
b624151,grumpy,morphine,0.007079631,4.13E-05,0.992802843,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b624151,grumpy,hydromorphone,0.006884953,1.44E-05,0.995841737,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b624151,grumpy,oxymorphone,0.006354707,4.86E-05,0.989134305,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b624151,grumpy,codeine,0.007606595,1.80E-06,0.995569439,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b624151,grumpy,hydrocodone,0.006793034,-1.90E-05,0.996871393,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b624151,grumpy,oxycodone,0.007432621,-5.32E-06,0.986976177,TRUE,Charles,9/9/17 1:17,9/9/17 10:55,9/9/17 11:28
b693400,bashful,morphine,0.007304779,2.59E-05,0.996074971,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b693400,bashful,hydromorphone,0.006757088,3.98E-05,0.986756114,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b693400,bashful,oxymorphone,0.006767753,-2.75E-05,0.992658032,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b693400,bashful,codeine,0.006895612,-4.76E-05,0.987160737,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b693400,bashful,hydrocodone,0.007009484,3.77E-05,0.993269377,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b693400,bashful,oxycodone,0.007198513,-3.76E-05,0.988473123,TRUE,Elizabeth,9/9/17 20:56,9/10/17 13:48,9/10/17 14:16
b442066,happy,morphine,0.006809185,-4.99E-05,0.990933084,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b442066,happy,hydromorphone,0.006632945,4.80E-05,0.980790794,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b442066,happy,oxymorphone,0.007172988,2.78E-05,0.988988419,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b442066,happy,codeine,0.006650576,-2.76E-05,0.986819314,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b442066,happy,hydrocodone,0.006650996,9.83E-06,0.98773374,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b442066,happy,oxycodone,0.006806449,2.13E-05,0.993389218,TRUE,Elizabeth,9/9/17 22:36,9/10/17 12:16,9/10/17 12:41
b194250,bashful,morphine,0.006724841,-3.80E-06,0.993889797,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b194250,bashful,hydromorphone,0.006648034,-2.55E-05,0.983178994,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b194250,bashful,oxymorphone,0.006932204,1.95E-05,0.982128352,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b194250,bashful,codeine,0.007235206,-4.20E-05,0.992684185,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b194250,bashful,hydrocodone,0.007163455,3.26E-05,0.991381257,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b194250,bashful,oxycodone,0.007455889,3.50E-05,0.980074722,TRUE,Frank,9/9/17 22:17,9/10/17 9:53,9/10/17 10:27
b605358,happy,morphine,0.007232942,-1.89E-06,0.997673194,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b605358,happy,hydromorphone,0.007305675,1.99E-05,0.997141113,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b605358,happy,oxymorphone,0.007786098,-1.79E-05,0.997993453,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b605358,happy,codeine,0.0068851,-2.65E-05,0.984903701,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b605358,happy,hydrocodone,0.007044912,-2.13E-05,0.996297711,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b605358,happy,oxycodone,0.006946949,-7.29E-06,0.98913596,TRUE,Frank,9/10/17 1:07,9/10/17 10:06,9/10/17 10:43
b355658,sleepy,morphine,0.006071059,5.25E-05,0.984011049,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b355658,sleepy,hydromorphone,0.007188748,2.15E-05,0.995481759,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b355658,sleepy,oxymorphone,0.001449775,-2.77E-06,0.994949235,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b355658,sleepy,codeine,0.007585715,1.47E-05,0.989858715,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b355658,sleepy,hydrocodone,0.007400005,2.30E-06,0.993143583,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b355658,sleepy,oxycodone,0.006868333,-5.54E-05,0.986518735,TRUE,Frank,9/10/17 1:48,9/10/17 9:02,9/10/17 9:31
b786108,sleepy,morphine,0.007267401,2.81E-05,0.994190708,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b786108,sleepy,hydromorphone,0.007295645,-4.93E-05,0.981962883,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b786108,sleepy,oxymorphone,0.001385502,5.15E-06,0.989903399,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b786108,sleepy,codeine,0.006986391,6.53E-05,0.985108848,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b786108,sleepy,hydrocodone,0.00692106,3.84E-06,0.994531611,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b786108,sleepy,oxycodone,0.007140449,-1.67E-05,0.995001639,TRUE,Elizabeth,9/10/17 1:06,9/10/17 9:32,9/10/17 9:49
b861856,grumpy,morphine,0.006837325,3.59E-06,0.984907019,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b861856,grumpy,hydromorphone,0.006890732,-3.24E-06,0.995247021,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b861856,grumpy,oxymorphone,0.006987735,3.31E-05,0.995626878,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b861856,grumpy,codeine,0.006708168,-1.02E-05,0.990086587,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b861856,grumpy,hydrocodone,0.006915309,-2.97E-05,0.990596249,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b861856,grumpy,oxycodone,0.007094643,6.70E-06,0.998022,TRUE,Alice,9/9/17 20:58,9/10/17 11:53,9/10/17 12:20
b315504,bashful,morphine,0.006552739,1.84E-05,0.98593369,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b315504,bashful,hydromorphone,0.007043389,-4.24E-05,0.990270381,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b315504,bashful,oxymorphone,0.006469889,-2.02E-06,0.988883645,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b315504,bashful,codeine,0.007206939,5.18E-05,0.984282115,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b315504,bashful,hydrocodone,0.007267913,-7.48E-06,0.990138867,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b315504,bashful,oxycodone,0.007240323,-2.46E-05,0.989496325,TRUE,Charles,9/9/17 23:11,9/10/17 10:20,9/10/17 10:51
b126321,doc,morphine,0.007399492,2.64E-05,0.989088206,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b126321,doc,hydromorphone,0.007692366,-5.87E-06,0.99411414,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b126321,doc,oxymorphone,0.007585797,-3.22E-05,0.987777213,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b126321,doc,codeine,0.007685768,-3.35E-05,0.98380563,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b126321,doc,hydrocodone,0.007411436,-6.12E-05,0.986190915,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b126321,doc,oxycodone,0.007471191,6.83E-05,0.986462945,TRUE,Brad,9/9/17 20:30,9/10/17 13:37,9/10/17 14:01
b320514,dopey,morphine,0.00705556,-4.68E-07,0.986851704,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b320514,dopey,hydromorphone,0.006400598,3.15E-05,0.994166833,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b320514,dopey,oxymorphone,0.007129248,-1.89E-06,0.995476187,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b320514,dopey,codeine,0.007025436,-6.29E-05,0.990457168,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b320514,dopey,hydrocodone,0.007122893,-5.41E-05,0.983476228,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b320514,dopey,oxycodone,0.007153502,3.40E-05,0.994168079,TRUE,Brad,9/9/17 21:11,9/10/17 13:08,9/10/17 13:35
b419098,grumpy,morphine,0.007492388,1.74E-05,0.9912381,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b419098,grumpy,hydromorphone,0.007346915,-4.65E-05,0.988434072,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b419098,grumpy,oxymorphone,0.00718529,2.18E-05,0.990994606,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b419098,grumpy,codeine,0.007220625,-3.11E-05,0.991079251,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b419098,grumpy,hydrocodone,0.006556268,-3.79E-05,0.982844497,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b419098,grumpy,oxycodone,0.006092516,-8.40E-06,0.987442984,TRUE,Charles,9/10/17 0:17,9/10/17 11:43,9/10/17 12:26
b359464,bashful,morphine,0.006871999,2.00E-05,0.98195627,TRUE,Charles,9/9/17 21:22,9/10/17 9:19,9/10/17 9:52
b359464,bashful,hydromorphone,0.006624585,-4.13E-05,0.990942059,TRUE,Charles,9/9/17 21:22,9/10/17 9:19,9/10/17 9:52
b359464,bashful,oxymorphone,0.006460538,3.93E-05,0.990753712,TRUE,Charles,9/9/17 21:22,9/10/17 9:19,9/10/17 9:52
b359464,bashful,codeine,0.007303314,1.72E-05,0.984729414,TRUE,Charles,9/9/17 21:22,9/10/17 9:19,9/10/17 9:52
