batch_name,sample_name,sample_type,morphine,hydromorphone,oxymorphone,codeine,hydrocodone,oxycodone
b387175,s175017,unknown,0,0,455.671424977481,0,0,0
b387175,s175018,unknown,0,0,235.082556866109,315.780080109835,66.9895266368985,127.630214057863
b387175,s175019,unknown,0,0,425.181848965585,0,0,0
b387175,s175020,qc,33.187373675029,39.875468477415,44.2877391060267,45.830364914314,46.0790978507947,40.3952292349899
b387175,s175021,unknown,0,0,86.521289087832,338.574555814266,213.695048429072,0
b387175,s175022,unknown,191.030313298106,0,498.207876011729,139.649279825389,353.748003877699,0
b387175,s175023,unknown,0,0,0,0,0,120.961004048586
b387175,s175024,unknown,469.784823916852,104.730987586081,288.187218643725,253.632227256894,133.759862072766,486.4530589059
b387175,s175025,unknown,0,80.3851971775293,0,0,0,62.5959954038262
b387175,s175026,unknown,273.377796076238,493.414808399975,0,0,491.173865012825,326.439538374543
b387175,s175027,unknown,0,142.394024208188,209.041359573603,0,39.0216422826052,0
b387175,s175028,unknown,0,0,132.903790920973,0,468.5467178002,415.792067758739
b387175,s175029,unknown,120.931586027145,0,132.50867985189,189.637505412102,0,342.331531457603
b387175,s175030,unknown,430.328240841627,150.246951952577,93.5671272873878,232.663392312825,381.297562532127,84.0968924388289
b387175,s175031,qc,296.326787147197,262.365814695107,291.040749766343,264.315102677838,253.994617694318,272.753520673632
b387175,s175032,unknown,0,274.679556600749,0,331.868159770966,0,360.684887506068
b387175,s175033,unknown,89.1214665398002,0,450.013199225068,481.394282393157,0,220.176410935819
b387175,s175034,unknown,406.571212075651,303.717204146087,0,71.7010398954153,0,0
b387175,s175035,unknown,0,0,0,498.935473822057,102.916210666299,0
b387175,s175036,unknown,0,0,157.572846636176,0,263.161690868437,345.944937616587
b387175,s175037,unknown,0,0,0,0,0,0
b387175,s175038,unknown,0,0,0,463.043993785977,0,0
b387175,s175039,unknown,0,0,0,0,28.7605996802449,150.027630291879
b387175,s175040,unknown,0,0,0,494.648379012942,0,417.071717493236
b387175,s175041,unknown,69.8100556060672,0,388.259675242007,0,258.024788424373,160.864002816379
b387175,s175042,qc,348.499163015388,330.187943028959,398.129851610703,359.658955382216,432.038996214288,409.084411743359
b387175,s175043,unknown,361.398450993001,245.137028358877,0,425.278179608285,207.551996745169,0
b387175,s175044,unknown,0,0,0,0,221.601857282221,0
b387175,s175045,unknown,56.382425762713,480.808149203658,0,0,234.753895178437,495.000581108034
b387175,s175046,unknown,212.917472571135,144.214552901685,0,0,363.412427082658,277.809528671205
b387175,s175047,unknown,181.476867944002,338.468966186047,0,361.392284482718,0,0
b387175,s175048,unknown,0,374.644029475749,0,316.917163617909,366.644550412893,321.386952623725
b387175,s175049,unknown,0,458.489370308816,0,159.696867056191,44.2828017473221,0
b387175,s175050,unknown,144.81839325279,364.935317412019,0,472.316961549222,213.54667276144,0
b387175,s175051,unknown,112.279382906854,208.85827858001,209.414555206895,0,241.78886719048,0
b387175,s175052,unknown,0,490.463657528162,195.248864032328,0,325.116480998695,0
b223303,s303001,blank,0,0,0,0,0,0
b223303,s303002,standard,0,0,0,0,0,0
b223303,s303003,standard,19.738062275915,17.3189134902561,20.4664028436609,22.9766557621202,19.2455124327909,22.7956145390143
b223303,s303004,standard,51.9593194966845,52.9271778143436,55.5983485735957,45.9685925064202,43.7677015015194,56.9772294138195
b223303,s303005,standard,97.4546388672769,117.869654790151,102.166662886715,98.7207702084636,120.94111031820201,99.5209296311511
b223303,s303006,standard,227.871377389222,190.616763281001,173.778620720614,171.328584739223,187.167791759277,187.829158188697
b223303,s303007,standard,307.950519492663,334.633228167993,319.9208857346,301.241511124394,303.810839567085,303.522520805116
b223303,s303008,standard,416.752744504735,414.143155500251,453.875100713078,541.903182785096,502.208743897357,387.288930750423
b223303,s303009,blank,0,0,0,0,0,0
b223303,s303010,unknown,427.647940553725,0,0,469.311196766794,65.7375749573112,0
b223303,s303011,unknown,215.270741395652,0,0,0,0,201.925442963839
b223303,s303012,unknown,0,0,416.25477630645,361.211981587112,0,203.81684076041
b223303,s303013,unknown,459.774637594819,171.189757287502,492.165301777422,0,0,0
b223303,s303014,unknown,70.1277941092849,418.947446271777,385.576388202608,0,0,493.11155449599
b223303,s303015,unknown,269.949580579996,0,101.916349641979,0,0,207.452234774828
b223303,s303016,unknown,288.955514505506,0,0,354.636783339083,464.353920631111,285.662209540606
b223303,s303017,unknown,0,160.627806372941,117.08701133728,67.540043219924,0,188.183477558196
b223303,s303018,unknown,0,0,0,32.8256236761808,99.2316029220819,0
b223303,s303019,unknown,27.2249037027359,0,399.18619055301,100.341676138341,272.033977396786,479.449745565653
b223303,s303020,qc,43.3365094906912,39.346092377695,44.5311150714762,45.1212561344044,38.919555087649,42.2678554288789
b223303,s303021,unknown,340.541487857699,237.21027392894,60.7367111369967,0,457.569281198084,254.860887974501
b223303,s303022,unknown,0,359.727296195924,164.172413758934,0,493.025041073561,433.444994203746
b223303,s303023,unknown,0,0,0,456.680200099945,0,393.165663070977
b223303,s303024,unknown,351.177771613002,162.325107678771,0,48.1201122328639,456.145532466471,72.9638344049454
b223303,s303025,unknown,441.938003860414,471.129347011447,338.830207437277,106.406764946878,260.851617343724,0
b223303,s303026,unknown,0,0,0,222.185571677983,0,0
b223303,s303027,unknown,0,0,0,154.887115322053,302.936785593629,0
b223303,s303028,unknown,35.3903547301888,0,328.654437400401,43.0857139825821,0,208.286175131798
b223303,s303029,unknown,34.9971692636609,113.386955298483,65.2296780049801,492.573499903083,0,85.1675749570131
b223303,s303030,unknown,27.3387796804309,0,0,99.3799221515656,49.2930421233177,362.601049244404
b223303,s303031,qc,246.433948681891,218.433957326399,231.967193154829,220.964567714602,149.515707311114,196.906365236082
b223303,s303032,unknown,289.76625777781,0,0,133.168342672288,0,0
b223303,s303033,unknown,307.319110110402,0,0,108.154087439179,0,0
b223303,s303034,unknown,0,489.663533009589,202.052857168019,263.053673617542,415.542097166181,34.870044067502
b223303,s303035,unknown,319.880954064429,98.907847777009,0,0,0,0
b223303,s303036,unknown,0,334.593085981905,185.349910147488,0,224.399801380932,240.380770377815
b223303,s303037,unknown,0,0,264.733679592609,0,300.043699517846,468.12977142632
b223303,s303038,unknown,219.271227419376,0,0,0,420.8522605896,51.9737807288766
b223303,s303039,unknown,0,0,0,194.473620019853,82.4408703297377,437.715884558856
b223303,s303040,unknown,303.081404715776,335.830544903874,0,237.251263000071,0,0
b223303,s303041,unknown,0,0,23.8498638942838,0,0,435.114998221397
b223303,s303042,qc,387.27740975401,407.975118035429,390.318767283067,374.908133285623,363.992715322515,412.928533897159
b223303,s303043,unknown,0,171.223072446883,0,287.478752471507,0,0
b223303,s303044,unknown,0,0,0,494.226232729852,210.051190368831,393.464216403663
b223303,s303045,unknown,0,0,399.44931011647,0,130.192140638828,0
b223303,s303046,unknown,0,177.90934253484,0,0,407.365840524435,163.602880984545
b223303,s303047,unknown,0,0,497.517803087831,0,0,96.4491971954703
b223303,s303048,unknown,0,244.026747383177,179.345321804285,294.813521914184,0,0
b223303,s303049,unknown,373.240571655333,102.193723022938,116.71308837831,0,0,163.82318623364
b223303,s303050,unknown,440.629378780723,164.025971181691,0,396.23258009553,452.278348989785,452.933274582028
b223303,s303051,unknown,0,160.035193860531,0,466.310416422784,0,279.010821804404
b223303,s303052,unknown,0,0,0,0,390.827323868871,0
b850696,s696001,blank,0,0,0,0,0,0
b850696,s696002,standard,0,0,0,0,0,0
b850696,s696003,standard,21.7323972777177,22.4725226106569,24.4852533613949,21.3815336892258,20.1954129990119,19.1751800423979
b850696,s696004,standard,46.8236545998323,53.9064495992936,45.8308305084769,57.2186600738316,56.9696019342028,40.0236714456719
b850696,s696005,standard,96.0794490902812,99.0340346540408,97.4611410207118,99.342823376537,77.9889854492648,102.519810650737
b850696,s696006,standard,208.342989914761,170.055913397278,205.325411649123,132.278531487864,184.6866974154,191.468331853816
b850696,s696007,standard,301.708785121107,313.959853955315,251.021309204291,279.390027686052,342.207430995018,357.367550846165
b850696,s696008,standard,484.350826618581,455.546058718383,510.572277980176,430.910894004932,393.356193819144,533.501316851504
b850696,s696009,blank,0,0,0,0,0,0
b850696,s696010,unknown,44.4207636266947,0,88.1751924753189,82.0637210589387,126.668865832684,0
b850696,s696011,unknown,416.501361951232,0,426.550767421722,0,150.057259300032,395.758410356939
b850696,s696012,unknown,46.5835979580879,147.581710033119,0,270.439837708504,20.294835122003,108.560448698699
b850696,s696013,unknown,457.267372645438,0,0,0,339.662928918251,66.7098818719387
b850696,s696014,unknown,0,0,359.998673945665,132.397289880235,242.82247615125,0
b850696,s696015,unknown,492.429998703301,39.9329356476665,366.857172362506,448.734972767437,0,331.879071779549
b850696,s696016,unknown,0,467.472713813186,78.8071191683412,0,403.425353208367,377.080711647868
b850696,s696017,unknown,0,0,0,21.9254547115564,0,0
b850696,s696018,unknown,423.697131052613,205.651766993105,394.176920801401,74.2450266724714,0,287.940609641373
b850696,s696019,unknown,212.048724070191,0,174.234542623162,0,0,0
b850696,s696020,qc,45.5964216352695,45.5734130971204,42.5002922050986,40.253882123897,37.8294662979858,40.3760051098416
b850696,s696021,unknown,0,0,0,0,323.062491103919,0
b850696,s696022,unknown,64.1766757145524,130.249793045223,0,235.290197006671,280.230813276654,0
b850696,s696023,unknown,385.84953263402,174.92523368448,0,362.533439902881,0,354.722914546728
b850696,s696024,unknown,24.4535994157195,244.32143419981,0,344.608293565315,0,224.173863828182
b850696,s696025,unknown,0,0,0,308.698283798524,88.4120490400292,421.474331691861
b850696,s696026,unknown,0,0,0,441.153232482074,328.319835848564,0
b850696,s696027,unknown,287.925253100693,0,0,0,0,184.327757060528
b850696,s696028,unknown,0,0,80.1248588413,0,165.8063716428,362.113666385412
b850696,s696029,unknown,0,0,0,228.744457773143,0,171.812476925552
b850696,s696030,unknown,0,167.76279438287,476.838605813682,433.557991426256,0,288.373683132231
b850696,s696031,qc,250.407530806667,331.220353956452,270.420786368327,234.804478898131,216.81724155528,285.600752978583
b850696,s696032,unknown,0,237.933829762042,167.423256002367,0,0,0
b850696,s696033,unknown,135.778134055436,0,0,229.819011968207,0,68.8620593398809
b850696,s696034,unknown,293.235935755074,0,0,0,0,353.626043498516
b850696,s696035,unknown,0,84.2136516794562,246.236569210887,334.763832587542,451.803340972274,303.079871498048
b850696,s696036,unknown,0,126.837148666382,0,73.1139603095373,0,0
b850696,s696037,unknown,0,354.820950962603,0,366.607550325804,0,160.92373829335
b850696,s696038,unknown,174.938644059002,0,0,402.204649487521,0,320.253476910293
b850696,s696039,unknown,336.363346725702,0,20.6272172555327,0,0,0
b850696,s696040,unknown,245.086871497333,436.185796409845,0,242.037176857139,126.049268003145,0
b850696,s696041,unknown,397.784878611565,0,0,0,0,471.023856177926
b850696,s696042,qc,372.396209793404,357.865639048942,429.811226767513,431.582799762788,451.118649909312,443.471121861178
b850696,s696043,unknown,108.744681030512,0,137.888614013791,210.047345110206,167.801326758812,0
b850696,s696044,unknown,232.931685522199,203.451172411442,0,0,0,493.922423496842
b850696,s696045,unknown,0,0,0,403.744133901439,0,252.155195772648
b850696,s696046,unknown,0,0,0,412.000548710128,167.772194244771,276.86253555119
b850696,s696047,unknown,0,0,0,0,0,0
b850696,s696048,unknown,0,60.6246193870902,0,0,50.594384939631,0
b850696,s696049,unknown,236.323904208839,0,279.922316782176,352.357129702646,50.6034733409368,427.655085064471
b850696,s696050,unknown,179.434158802032,372.211203426123,0,0,167.606074697355,0
b850696,s696051,unknown,340.04101626575,0,0,108.923275955703,0,0
b850696,s696052,unknown,0,333.187316320837,412.906265892088,439.196074078329,0,123.614783771336
b540084,s084001,blank,0,0,0,0,0,0
b540084,s084002,standard,0,0,0,0,0,0
b540084,s084003,standard,21.510566723858,16.7336121529958,21.049170957962,20.0932280239454,19.8261603416455,22.1182169748799
b540084,s084004,standard,52.7438899431455,52.7508294456427,48.8097005017592,54.8053522641496,59.6978895626264,49.7906906195616
b540084,s084005,standard,97.3626312598266,113.102668246569,108.096070625182,91.7926557684949,89.6542798595027,73.7999527306721
b540084,s084006,standard,190.02682418585,184.306932541549,195.656521229015,220.752071609321,258.637789642055,228.733619291092
b540084,s084007,standard,301.345865247592,332.61407899873,287.975398902696,304.279114079287,318.279026864989,224.005990466895
b540084,s084008,standard,470.673606962349,473.513930800745,476.093066663749,431.64046209528,428.630651760104,503.960303759832
b540084,s084009,blank,0,0,0,0,0,0
b540084,s084010,unknown,0,0,0,0,0,0
b540084,s084011,unknown,0,74.1330011561513,0,0,244.597919340873,0
b540084,s084012,unknown,0,0,0,496.441186517477,0,0
b540084,s084013,unknown,368.371532149613,0,209.824360981584,422.991013601422,0,0
b540084,s084014,unknown,368.244777545333,0,418.457910604775,0,0,338.940057608549
b540084,s084015,unknown,0,182.119702361524,305.254385061562,317.979137562215,295.312150044539,0
b540084,s084016,unknown,0,439.235619939864,0,179.997816309333,335.592935062178,0
b540084,s084017,unknown,233.652647659183,28.3527708053589,80.7340319827199,114.943625479937,63.5076757439101,0
b540084,s084018,unknown,0,0,0,0,367.150545119999,69.9945741045998
b540084,s084019,unknown,0,0,244.071179404855,53.3677569404244,489.617766938633,0
b540084,s084020,qc,35.9056992853994,35.536373446012,38.9095072645176,38.2929514748748,45.5088124137483,38.7281591201787
b540084,s084021,unknown,148.610894754529,0,0,417.285154163837,0,0
b540084,s084022,unknown,60.5017815902829,0,101.530334837735,364.661767631769,0,175.886436219621
b540084,s084023,unknown,0,197.066638879478,0,0,368.757344975733,0
b540084,s084024,unknown,315.649909041822,138.327383063734,0,0,493.151480428577,0
b540084,s084025,unknown,0,20.0404794514179,378.326318897307,0,0,0
b540084,s084026,unknown,319.802172333002,239.076093062758,139.536338485777,0,0,0
b540084,s084027,unknown,341.715873852372,446.253319084644,353.225612156093,0,0,0
b540084,s084028,unknown,0,147.42583502084,0,387.969656139612,0,370.556105311912
b540084,s084029,unknown,211.789199113846,289.0240117535,264.610847830772,0,393.809773499516,326.647833296441
b540084,s084030,unknown,0,455.795425400138,0,0,0,0
b540084,s084031,qc,224.657653678985,258.269947461607,214.945880741435,248.783392526811,201.049134251607,220.308926679809
b540084,s084032,unknown,0,136.190958991647,135.136440582573,379.591059461236,0,274.405894745635
b540084,s084033,unknown,0,0,0,38.1230985745788,0,0
b540084,s084034,unknown,95.7534535229206,0,0,85.3520976379514,0,304.056833386733
b540084,s084035,unknown,470.865111872554,0,81.6449421271682,110.985743887722,0,0
b540084,s084036,unknown,151.982092410326,483.25802963227,377.060404084623,0,80.7577840788159,396.131496443438
b540084,s084037,unknown,137.179124802351,0,342.259298674762,143.866869322956,0,0
b540084,s084038,unknown,446.71639341861,361.984731145203,465.962095595896,293.195153437555,224.715149395944,137.022781977046
b540084,s084039,unknown,229.676730111241,0,344.94578268379,0,253.892739294367,0
b540084,s084040,unknown,0,42.1614082157612,462.719474546611,479.633102267981,513.249260341007,0
b540084,s084041,unknown,378.966306373477,182.5275182724,86.2856527790427,441.909599937499,0,0
b540084,s084042,qc,401.01776791626,356.570874161647,440.550106339759,353.394034534431,432.81887555048303,351.778929806494
b540084,s084043,unknown,0,90.3150022774935,493.117899149656,0,33.4006742553113,334.1417286774
b540084,s084044,unknown,333.300882279873,263.956813961267,0,0,27.2957500004431,0
b540084,s084045,unknown,0,70.2459249645472,130.072568655014,0,423.908941797145,0
b540084,s084046,unknown,0,0,217.245189547539,95.4386200755835,0,54.8587272214505
b540084,s084047,unknown,310.306025333703,0,0,0,486.418077113737,0
b540084,s084048,unknown,407.669579908252,110.786444023252,361.561519913375,0,0,294.35286216215
b540084,s084049,unknown,0,408.365967310965,216.010253019631,0,184.837111159085,0
b540084,s084050,unknown,105.318727642298,236.630779653788,294.299588873982,425.401573963463,37.4108078077052,216.773337370429
b540084,s084051,unknown,0,158.705252483487,0,339.556061923504,414.107515123515,421.922632760481
b540084,s084052,unknown,0,0,181.997797861695,435.816205106676,63.4307129018417,0
b468276,s276001,blank,0,0,0,0,0,0
b468276,s276002,standard,0,0,0,0,0,0
b468276,s276003,standard,17.8192366652822,20.3948260383188,16.1946551339726,21.4803955495922,24.4586722334731,20.879730933327
b468276,s276004,standard,55.4519083367945,49.6983050922788,50.1648977538399,41.407948541749,38.4997711098961,57.7633215077072
b468276,s276005,standard,91.4385719754067,102.543211066896,105.895487235421,98.6762559672214,96.3669811442756,162.053519245174
b468276,s276006,standard,237.26613887544,236.1835740651,225.602883174072,187.61707114505,189.224065451357,180.100939212325
b468276,s276007,standard,231.031649703171,276.547355429679,302.531023524159,322.671630659983,260.182874888043,262.156513864388
b468276,s276008,standard,652.856983269791,429.059048572545,686.294361974882,548.700617044002,744.898964564721,513.193640451627
b468276,s276009,blank,0,0,0,0,0,0
b468276,s276010,unknown,238.812655304322,0,0,175.809016393542,0,0
b468276,s276011,unknown,0,511.887839206684,0,0,0,0
b468276,s276012,unknown,483.916401881491,124.19538037414,306.302174586814,0,373.823003734042,110.850641532865
b468276,s276013,unknown,0,0,0,195.61324930543,560.507547205979,0
b468276,s276014,unknown,0,0,70.0517228842454,245.898442561684,0,0
b468276,s276015,unknown,188.804823798611,59.4372463705396,430.53925871272,0,0,535.807371132816
b468276,s276016,unknown,261.333088266144,180.728474751203,60.6346868758367,129.407470276962,0,0
b468276,s276017,unknown,0,0,151.008894697609,0,0,0
b468276,s276018,unknown,0,305.517017333024,39.1288647041372,395.664868191763,197.12367855678,0
b468276,s276019,unknown,0,0,221.705629257135,0,277.231957575632,268.604486514139
b468276,s276020,qc,56.6903792101148,40.129184392763,37.1876147446031,49.8661065810437,47.2434982216,56.1989901251988
b468276,s276021,unknown,0,0,73.1769015962027,0,0,0
b468276,s276022,unknown,610.349412787714,0,0,393.037273436269,0,420.914205254543
b468276,s276023,unknown,0,21.7838792809824,414.830475051761,354.055419275387,0,567.942071331059
b468276,s276024,unknown,0,387.485786206798,0,0,412.393851098849,286.869360998343
b468276,s276025,unknown,109.508700005084,152.566120224564,347.033413348332,0,0,0
b468276,s276026,unknown,368.083714162934,0,0,0,469.843696296522,478.950635671837
b468276,s276027,unknown,0,0,0,0,308.493559205442,524.172172052703
b468276,s276028,unknown,207.473046709652,48.7260273309978,0,381.350399994869,149.860299294168,207.607800588603
b468276,s276029,unknown,138.127426841791,0,0,0,0,410.669242081276
b468276,s276030,unknown,0,372.47764602306,0,0,417.480667749391,0
b468276,s276031,qc,264.952899771237,252.432040778968,229.01023756683,254.315628527954,242.249490636665,325.553306116731
b468276,s276032,unknown,317.156178161878,263.110895421223,0,0,236.55295232647,470.998635675046
b468276,s276033,unknown,430.85473287233,27.1789062183016,0,0,293.67992722679,0
b468276,s276034,unknown,0,0,383.433982956672,332.705648398503,314.425370560444,423.3723215629
b468276,s276035,unknown,0,328.757054068853,25.5566541843977,215.440925522996,431.187856010867,457.14098591631
b468276,s276036,unknown,0,159.472185247001,251.243006605381,0,424.942506003602,274.130735664104
b468276,s276037,unknown,450.196470726185,63.3203309785587,0,374.653907253335,139.116194137186,66.1113061462582
b468276,s276038,unknown,0,88.9636383898736,434.456065699673,0,348.257838335869,0
b468276,s276039,unknown,0,344.624967674803,251.339587784512,0,415.24836170112,0
b468276,s276040,unknown,0,226.202152655852,292.258201213908,0,0,0
b468276,s276041,unknown,287.18669117084403,20.9165886199478,0,0,0,203.228932736366
b468276,s276042,qc,531.794437657794,496.326626688492,444.879561239869,448.983172828208,310.625615349625,617.545284908951
b468276,s276043,unknown,0,478.273656430954,393.040442811887,248.144085444413,253.452562393114,562.624963142452
b468276,s276044,unknown,186.130190152966,0,0,481.391013322272,0,0
b468276,s276045,unknown,475.428394665201,218.110895859191,71.7325850616761,0,0,0
b468276,s276046,unknown,0,439.434265160008,438.638434486047,213.339363417849,100.582216662707,0
b468276,s276047,unknown,0,428.357569422553,312.830430816104,0,226.262088865901,29.296419522666
b468276,s276048,unknown,0,0,357.101691727071,0,262.917490463837,356.539088427359
b468276,s276049,unknown,233.33211660847,308.326455133438,134.366499092538,311.381825201474,0,0
b468276,s276050,unknown,0,0,0,107.646192917837,0,0
b468276,s276051,unknown,0,523.579860698993,0,0,591.99849411953,502.861390025478
b468276,s276052,unknown,0,0,0,0,28.2491527552942,474.538324949932
b273271,s271001,blank,0,0,0,0,0,0
b273271,s271002,standard,0,0,0,0,0,0
b273271,s271003,standard,18.605565709796,19.4211214134775,17.7878458359919,17.3246430612603,19.5572455042043,16.6958806888769
b273271,s271004,standard,54.1335966104309,57.3281372804841,47.6863187934666,43.8250044576786,54.2556827509945,56.4554679094064
b273271,s271005,standard,105.335397555959,93.6854203705409,102.981755188843,92.6080869352485,102.003682674265,105.536515334652
b273271,s271006,standard,211.096712456977,208.524716432087,218.400222275404,225.77360866582,188.553381031588,261.242954349075
b273271,s271007,standard,300.42838625282,272.058794517578,329.730005654821,295.506388891599,323.59542337108,269.438054801324
b273271,s271008,standard,438.392145140523,498.020374729341,467.981325108112,608.648774398248,447.784463316183,541.302302341877
b273271,s271009,blank,0,0,0,0,0,0
b273271,s271010,unknown,335.23968141526,0,0,44.1464269533753,0,0
b273271,s271011,unknown,358.915345482528,396.791109107435,456.640833094716,264.111676216125,425.018408894539,484.760143807462
b273271,s271012,unknown,0,486.305217444897,121.527042798698,0,51.96204662323,0
b273271,s271013,unknown,302.994857095182,152.857827506959,198.76501172781,418.350401520729,0,302.091748236671
b273271,s271014,unknown,104.015828408301,315.872025005519,0,83.5244104638696,0,0
b273271,s271015,unknown,0,0,410.923928692937,452.997355796397,72.0646426081657,278.238087822831
b273271,s271016,unknown,433.952544145286,0,196.164753586054,0,457.35721770674,277.704819211683
b273271,s271017,unknown,362.82602019608,0,0,0,0,0
b273271,s271018,unknown,0,0,430.974977761507,466.008387617767,197.42739867419,0
b273271,s271019,unknown,0,0,138.288554400206,0,380.396081022918,404.442216858897
b273271,s271020,qc,43.9473995991613,46.3285236680298,41.548923637307,41.4195332978135,39.0522263424813,36.6974298654414
b273271,s271021,unknown,113.99067863822,378.664044998586,0,424.08056423068,453.069602772593,0
b273271,s271022,unknown,453.704584129155,0,0,97.0288636907935,0,488.276593601079
