batch_name,instrument_name,compound_name,calibration_slope,calibration_intercept,calibration_R2,batch_passed,reviewer_name,batch_collected_ts,review_start_ts,review_complete_ts
b273271,happy,codeine,0.007048315,-6.25085e-5,0.983142739,TRUE,Charles,2017-09-09T01:36:38Z,2017-09-09T13:26:47Z,2017-09-09T14:07:03Z
b273271,happy,hydrocodone,0.007038256,3.96183e-6,0.995265452,TRUE,Charles,2017-09-09T01:36:38Z,2017-09-09T13:26:47Z,2017-09-09T14:07:03Z
b273271,happy,oxycodone,0.00693586,-3.67519e-5,0.987293394,TRUE,Charles,2017-09-09T01:36:38Z,2017-09-09T13:26:47Z,2017-09-09T14:07:03Z
b840108,doc,morphine,0.007937797,-1.77452e-5,0.98721088,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b840108,doc,hydromorphone,0.008615069,-8.04592e-5,0.980921322,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b840108,doc,oxymorphone,0.007148117,-1.08345e-5,0.993190672,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b840108,doc,codeine,0.007502647,1.34482e-5,0.984151229,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b840108,doc,hydrocodone,0.008597884,3.68465e-5,0.98819911,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b840108,doc,oxycodone,0.00825501,4.24583e-5,0.986643009,TRUE,Brad,2017-09-08T20:51:38Z,2017-09-09T09:21:00Z,2017-09-09T09:56:43Z
b347609,dopey,morphine,0.006728764,1.1599e-5,0.991440698,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b347609,dopey,hydromorphone,0.006944332,-3.01559e-5,0.994494737,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b347609,dopey,oxymorphone,0.007464462,-3.06524e-6,0.994153547,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b347609,dopey,codeine,0.007070086,-6.34527e-6,0.992545185,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b347609,dopey,hydrocodone,0.006610306,-2.57549e-6,0.987972984,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b347609,dopey,oxycodone,0.006784224,5.88124e-5,0.990864929,TRUE,Charles,2017-09-08T22:09:55Z,2017-09-09T13:32:31Z,2017-09-09T14:12:43Z
b348568,happy,morphine,0.006490426,4.72884e-5,0.989370006,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b348568,happy,hydromorphone,0.007370841,-3.23071e-5,0.987376654,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b348568,happy,oxymorphone,0.006822869,-4.87559e-5,0.991201231,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b348568,happy,codeine,0.006596196,-1.00667e-5,0.989554808,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b348568,happy,hydrocodone,0.007173195,-2.67329e-5,0.993563394,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b348568,happy,oxycodone,0.007140147,3.34868e-5,0.989349442,TRUE,Charles,2017-09-09T01:25:13Z,2017-09-09T13:11:12Z,2017-09-09T13:42:51Z
b240405,happy,morphine,0.006565807,6.46224e-5,0.982822801,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b240405,happy,hydromorphone,0.006558638,3.59895e-5,0.982579909,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b240405,happy,oxymorphone,0.007217493,5.99239e-5,0.985533558,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b240405,happy,codeine,0.007060458,1.94101e-5,0.989934861,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b240405,happy,hydrocodone,0.007482435,-3.51159e-5,0.995355856,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b240405,happy,oxycodone,0.007120938,-7.75065e-6,0.992524553,TRUE,Charles,2017-09-08T22:23:02Z,2017-09-09T11:46:13Z,2017-09-09T12:15:47Z
b342704,doc,morphine,0.008148501,-1.5434e-5,0.986859151,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b342704,doc,hydromorphone,0.007613348,3.69837e-6,0.989725868,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b342704,doc,oxymorphone,0.00873742,2.79196e-6,0.993001293,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b342704,doc,codeine,0.008434822,5.62184e-5,0.987756983,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b342704,doc,hydrocodone,0.007474156,1.8612e-5,0.997566636,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b342704,doc,oxycodone,0.007295905,-2.87516e-5,0.984831838,TRUE,Brad,2017-09-09T00:26:41Z,2017-09-09T12:00:10Z,2017-09-09T12:28:35Z
b143897,sneezy,morphine,0.006901997,3.19976e-5,0.993172431,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b143897,sneezy,hydromorphone,0.007371939,-1.38429e-5,0.986619379,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b143897,sneezy,oxymorphone,0.006416027,-5.71086e-6,0.992689927,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b143897,sneezy,codeine,0.007258247,2.54322e-6,0.995672287,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b143897,sneezy,hydrocodone,0.006225419,2.81976e-5,0.989478017,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b143897,sneezy,oxycodone,0.007115441,2.13516e-5,0.993146551,TRUE,Brad,2017-09-08T23:33:58Z,2017-09-09T10:21:57Z,2017-09-09T10:54:28Z
b414490,happy,morphine,0.007124184,1.91347e-5,0.997470526,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b414490,happy,hydromorphone,0.007516077,1.43279e-5,0.997918058,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b414490,happy,oxymorphone,0.00700908,-2.25856e-5,0.992535468,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b414490,happy,codeine,0.007755774,-2.33232e-5,0.990461568,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b414490,happy,hydrocodone,0.007529624,-3.84985e-5,0.995415389,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b414490,happy,oxycodone,0.007026333,1.32562e-5,0.995674838,TRUE,Brad,2017-09-08T20:31:53Z,2017-09-09T09:58:16Z,2017-09-09T10:20:05Z
b477119,bashful,morphine,0.006921442,-5.21953e-5,0.991509062,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b477119,bashful,hydromorphone,0.006878249,-1.7831e-5,0.986537796,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b477119,bashful,oxymorphone,0.0066926,-1.46002e-5,0.988702066,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b477119,bashful,codeine,0.007092994,3.84705e-5,0.991129242,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b477119,bashful,hydrocodone,0.006968034,1.5372e-5,0.980434595,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b477119,bashful,oxycodone,0.00700865,1.69866e-5,0.997414918,TRUE,Alice,2017-09-08T23:06:18Z,2017-09-09T13:41:31Z,2017-09-09T14:04:50Z
b322851,sneezy,morphine,0.007164649,-2.00418e-5,0.991682705,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b322851,sneezy,hydromorphone,0.006716589,-2.1617e-5,0.990643416,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b322851,sneezy,oxymorphone,0.006657357,-4.01812e-5,0.993331515,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b322851,sneezy,codeine,0.006939015,9.4672e-6,0.993426124,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b322851,sneezy,hydrocodone,0.007414332,2.37796e-5,0.992247965,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b322851,sneezy,oxycodone,0.007266897,-8.10041e-6,0.990377415,TRUE,Elizabeth,2017-09-08T22:56:28Z,2017-09-09T10:39:59Z,2017-09-09T11:07:00Z
b497288,bashful,morphine,0.007245434,1.14406e-5,0.994455284,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b497288,bashful,hydromorphone,0.00684958,3.294e-5,0.990560973,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b497288,bashful,oxymorphone,0.006769207,2.53419e-5,0.993942459,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b497288,bashful,codeine,0.007389602,-2.6321e-5,0.990338272,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b497288,bashful,hydrocodone,0.006752378,2.02771e-5,0.99674021,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b497288,bashful,oxycodone,0.007050037,3.18717e-5,0.995298401,TRUE,Brad,2017-09-08T21:02:55Z,2017-09-09T13:37:47Z,2017-09-09T13:57:38Z
b468782,sneezy,morphine,0.007204387,-3.5258e-6,0.989366574,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b468782,sneezy,hydromorphone,0.006789625,1.9274e-5,0.991101702,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b468782,sneezy,oxymorphone,0.007323431,-5.70643e-5,0.991451191,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b468782,sneezy,codeine,0.007133983,2.51918e-5,0.991751245,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b468782,sneezy,hydrocodone,0.00717799,2.25743e-5,0.997361046,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b468782,sneezy,oxycodone,0.006943743,-9.37198e-6,0.993790086,TRUE,Charles,2017-09-08T23:36:00Z,2017-09-09T13:33:41Z,2017-09-09T14:09:54Z
b178956,doc,morphine,0.007895905,6.61232e-6,0.984478032,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b178956,doc,hydromorphone,0.008252925,-1.39293e-5,0.982232427,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b178956,doc,oxymorphone,0.007278791,-1.7496e-5,0.991257539,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b178956,doc,codeine,0.008112625,2.59834e-5,0.980538806,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b178956,doc,hydrocodone,0.007470222,-1.16336e-5,0.986411454,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b178956,doc,oxycodone,0.00726529,-8.34505e-6,0.993967591,TRUE,Charles,2017-09-09T01:43:05Z,2017-09-09T11:04:49Z,2017-09-09T11:30:59Z
b624151,grumpy,morphine,0.007079631,4.13102e-5,0.992802843,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b624151,grumpy,hydromorphone,0.006884953,1.4411e-5,0.995841737,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b624151,grumpy,oxymorphone,0.006354707,4.86253e-5,0.989134305,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b624151,grumpy,codeine,0.007606595,1.80442e-6,0.995569439,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b624151,grumpy,hydrocodone,0.006793034,-1.89573e-5,0.996871393,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b624151,grumpy,oxycodone,0.007432621,-5.3238e-6,0.986976177,TRUE,Charles,2017-09-09T01:17:47Z,2017-09-09T10:55:25Z,2017-09-09T11:28:22Z
b693400,bashful,morphine,0.007304779,2.59209e-5,0.996074971,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b693400,bashful,hydromorphone,0.006757088,3.98189e-5,0.986756114,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b693400,bashful,oxymorphone,0.006767753,-2.74649e-5,0.992658032,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b693400,bashful,codeine,0.006895612,-4.7596e-5,0.987160737,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b693400,bashful,hydrocodone,0.007009484,3.76877e-5,0.993269377,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b693400,bashful,oxycodone,0.007198513,-3.76325e-5,0.988473123,TRUE,Elizabeth,2017-09-09T20:56:48Z,2017-09-10T13:48:00Z,2017-09-10T14:16:58Z
b442066,happy,morphine,0.006809185,-4.98504e-5,0.990933084,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b442066,happy,hydromorphone,0.006632945,4.79681e-5,0.980790794,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b442066,happy,oxymorphone,0.007172988,2.78094e-5,0.988988419,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b442066,happy,codeine,0.006650576,-2.75836e-5,0.986819314,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b442066,happy,hydrocodone,0.006650996,9.82995e-6,0.98773374,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b442066,happy,oxycodone,0.006806449,2.1349e-5,0.993389218,TRUE,Elizabeth,2017-09-09T22:36:23Z,2017-09-10T12:16:20Z,2017-09-10T12:41:05Z
b194250,bashful,morphine,0.006724841,-3.79996e-6,0.993889797,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b194250,bashful,hydromorphone,0.006648034,-2.54502e-5,0.983178994,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b194250,bashful,oxymorphone,0.006932204,1.94984e-5,0.982128352,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b194250,bashful,codeine,0.007235206,-4.19549e-5,0.992684185,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b194250,bashful,hydrocodone,0.007163455,3.25633e-5,0.991381257,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b194250,bashful,oxycodone,0.007455889,3.50262e-5,0.980074722,TRUE,Frank,2017-09-09T22:17:36Z,2017-09-10T09:53:29Z,2017-09-10T10:27:16Z
b605358,happy,morphine,0.007232942,-1.88848e-6,0.997673194,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b605358,happy,hydromorphone,0.007305675,1.98515e-5,0.997141113,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b605358,happy,oxymorphone,0.007786098,-1.78884e-5,0.997993453,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b605358,happy,codeine,0.0068851,-2.65212e-5,0.984903701,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b605358,happy,hydrocodone,0.007044912,-2.12558e-5,0.996297711,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b605358,happy,oxycodone,0.006946949,-7.2879e-6,0.98913596,TRUE,Frank,2017-09-10T01:07:49Z,2017-09-10T10:06:17Z,2017-09-10T10:43:08Z
b355658,sleepy,morphine,0.006071059,5.2484e-5,0.984011049,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b355658,sleepy,hydromorphone,0.007188748,2.15299e-5,0.995481759,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b355658,sleepy,oxymorphone,0.001449775,-2.76831e-6,0.994949235,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b355658,sleepy,codeine,0.007585715,1.46567e-5,0.989858715,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b355658,sleepy,hydrocodone,0.007400005,2.29949e-6,0.993143583,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b355658,sleepy,oxycodone,0.006868333,-5.5421e-5,0.986518735,TRUE,Frank,2017-09-10T01:48:23Z,2017-09-10T09:02:06Z,2017-09-10T09:31:37Z
b786108,sleepy,morphine,0.007267401,2.81055e-5,0.994190708,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
b786108,sleepy,hydromorphone,0.007295645,-4.93495e-5,0.981962883,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
b786108,sleepy,oxymorphone,0.001385502,5.14921e-6,0.989903399,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
b786108,sleepy,codeine,0.006986391,6.5322e-5,0.985108848,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
b786108,sleepy,hydrocodone,0.00692106,3.84283e-6,0.994531611,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
b786108,sleepy,oxycodone,0.007140449,-1.66696e-5,0.995001639,TRUE,Elizabeth,2017-09-10T01:06:32Z,2017-09-10T09:32:12Z,2017-09-10T09:49:09Z
